"","obs_number","time","ID","date_time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","date","hour","weekday","week_of_year"
"138",145,"23:00:00","1",2014-04-18 23:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-18,23,"Friday",16
"139",146,"09:00:00","1",2014-04-19 09:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-19,9,"Saturday",16
"140",147,"12:00:00","1",2014-04-19 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-19,12,"Saturday",16
"141",148,"15:00:00","1",2014-04-19 15:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-19,15,"Saturday",16
"142",149,"18:00:00","1",2014-04-19 18:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-19,18,"Saturday",16
"143",150,"21:00:00","1",2014-04-19 21:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-19,21,"Saturday",16
"144",151,"12:00:00","1",2014-04-20 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-20,12,"Sunday",16
"145",152,"15:00:00","1",2014-04-20 15:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-20,15,"Sunday",16
"146",153,"17:00:00","1",2014-04-20 17:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-20,17,"Sunday",16
"147",154,"21:00:00","1",2014-04-20 21:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-20,21,"Sunday",16
"148",155,"11:00:00","1",2014-04-21 11:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-21,11,"Monday",16
"149",156,"13:00:00","1",2014-04-21 13:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-21,13,"Monday",16
"150",157,"15:00:00","1",2014-04-21 15:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-21,15,"Monday",16
"151",158,"18:00:00","1",2014-04-21 18:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-21,18,"Monday",16
"152",159,"21:00:00","1",2014-04-21 21:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-21,21,"Monday",16
"153",160,"08:00:00","1",2014-04-22 08:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-22,8,"Tuesday",16
"154",161,"12:00:00","1",2014-04-22 12:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-22,12,"Tuesday",16
"155",162,"14:00:00","1",2014-04-22 14:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-22,14,"Tuesday",16
"156",163,"18:00:00","1",2014-04-22 18:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-22,18,"Tuesday",16
"157",164,"20:00:00","1",2014-04-22 20:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-22,20,"Tuesday",16
"158",165,"10:00:00","1",2014-04-23 10:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-23,10,"Wednesday",17
"159",166,"11:00:00","1",2014-04-23 11:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-23,11,"Wednesday",17
"160",167,"15:00:00","1",2014-04-23 15:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-23,15,"Wednesday",17
"161",168,"18:00:00","1",2014-04-23 18:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-23,18,"Wednesday",17
"162",169,"21:00:00","1",2014-04-23 21:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-23,21,"Wednesday",17
"163",170,"11:00:00","1",2014-04-24 11:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-24,11,"Thursday",17
"164",171,"12:00:00","1",2014-04-24 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-24,12,"Thursday",17
"165",172,"14:00:00","1",2014-04-24 14:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-24,14,"Thursday",17
"166",173,"18:00:00","1",2014-04-24 18:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-24,18,"Thursday",17
"167",174,"21:00:00","1",2014-04-24 21:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-24,21,"Thursday",17
"168",175,"09:00:00","1",2014-04-25 09:00:00,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-25,9,"Friday",17
"169",176,"11:00:00","1",2014-04-25 11:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-25,11,"Friday",17
"170",177,"15:00:00","1",2014-04-25 15:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-25,15,"Friday",17
"171",178,"18:00:00","1",2014-04-25 18:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-25,18,"Friday",17
"172",179,"22:00:00","1",2014-04-25 22:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-25,22,"Friday",17
"173",180,"09:00:00","1",2014-04-26 09:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-26,9,"Saturday",17
"174",181,"13:00:00","1",2014-04-26 13:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-26,13,"Saturday",17
"175",182,"15:00:00","1",2014-04-26 15:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-26,15,"Saturday",17
"176",183,"19:00:00","1",2014-04-26 19:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-26,19,"Saturday",17
"177",184,"23:00:00","1",2014-04-26 23:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-26,23,"Saturday",17
"178",185,"10:00:00","1",2014-04-27 10:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-27,10,"Sunday",17
"179",186,"12:00:00","1",2014-04-27 12:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-27,12,"Sunday",17
"180",187,"15:00:00","1",2014-04-27 15:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-27,15,"Sunday",17
"181",188,"20:00:00","1",2014-04-27 20:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-27,20,"Sunday",17
"182",189,"10:00:00","1",2014-04-28 10:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-28,10,"Monday",17
"183",190,"12:00:00","1",2014-04-28 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-28,12,"Monday",17
"184",191,"15:00:00","1",2014-04-28 15:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-28,15,"Monday",17
"185",192,"18:00:00","1",2014-04-28 18:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-28,18,"Monday",17
"186",193,"22:00:00","1",2014-04-28 22:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-28,22,"Monday",17
"187",194,"09:00:00","1",2014-04-29 09:00:00,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,9,"Tuesday",17
"188",195,"12:00:00","1",2014-04-29 12:00:00,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,12,"Tuesday",17
"189",196,"15:00:00","1",2014-04-29 15:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,15,"Tuesday",17
"190",197,"18:00:00","1",2014-04-29 18:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,18,"Tuesday",17
"191",198,"21:00:00","1",2014-04-29 21:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-29,21,"Tuesday",17
"192",199,"09:00:00","1",2014-04-30 09:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,9,"Wednesday",18
"193",200,"12:00:00","1",2014-04-30 12:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,12,"Wednesday",18
"194",201,"17:00:00","1",2014-04-30 17:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,17,"Wednesday",18
"195",202,"18:00:00","1",2014-04-30 18:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,18,"Wednesday",18
"196",203,"21:00:00","1",2014-04-30 21:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-30,21,"Wednesday",18
"197",204,"11:00:00","1",2014-05-01 11:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,11,"Thursday",18
"198",205,"12:00:00","1",2014-05-01 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,12,"Thursday",18
"199",206,"16:00:00","1",2014-05-01 16:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,16,"Thursday",18
"200",207,"17:00:00","1",2014-05-01 17:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,17,"Thursday",18
"201",208,"20:00:00","1",2014-05-01 20:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-01,20,"Thursday",18
"202",209,"11:00:00","1",2014-05-02 11:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,11,"Friday",18
"203",210,"12:00:00","1",2014-05-02 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,12,"Friday",18
"204",211,"14:00:00","1",2014-05-02 14:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,14,"Friday",18
"205",212,"17:00:00","1",2014-05-02 17:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,17,"Friday",18
"206",213,"21:00:00","1",2014-05-02 21:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-02,21,"Friday",18
"207",214,"09:00:00","1",2014-05-03 09:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,9,"Saturday",18
"208",215,"13:00:00","1",2014-05-03 13:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,13,"Saturday",18
"209",216,"16:00:00","1",2014-05-03 16:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,16,"Saturday",18
"210",217,"19:00:00","1",2014-05-03 19:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,19,"Saturday",18
"211",218,"21:00:00","1",2014-05-03 21:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-03,21,"Saturday",18
"212",219,"11:00:00","1",2014-05-04 11:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,11,"Sunday",18
"213",220,"12:00:00","1",2014-05-04 12:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,12,"Sunday",18
"214",221,"15:00:00","1",2014-05-04 15:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,15,"Sunday",18
"215",222,"21:00:00","1",2014-05-04 21:00:00,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-05-04,21,"Sunday",18
"216",5649,"09:00:00","1",2014-03-21 09:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,9,"Friday",12
"217",5650,"11:00:00","1",2014-03-21 11:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,11,"Friday",12
"218",5651,"15:00:00","1",2014-03-21 15:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,15,"Friday",12
"219",5652,"19:00:00","1",2014-03-21 19:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,19,"Friday",12
"220",5653,"21:00:00","1",2014-03-21 21:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-21,21,"Friday",12
"221",5654,"08:00:00","1",2014-03-22 08:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-22,8,"Saturday",12
"222",5655,"12:00:00","1",2014-03-22 12:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-22,12,"Saturday",12
"223",5656,"15:00:00","1",2014-03-22 15:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-22,15,"Saturday",12
"224",5657,"18:00:00","1",2014-03-22 18:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-22,18,"Saturday",12
"225",5658,"21:00:00","1",2014-03-22 21:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-22,21,"Saturday",12
"226",5659,"10:00:00","1",2014-03-23 10:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,10,"Sunday",12
"227",5660,"12:00:00","1",2014-03-23 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,12,"Sunday",12
"228",5661,"15:00:00","1",2014-03-23 15:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,15,"Sunday",12
"229",5662,"19:00:00","1",2014-03-23 19:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,19,"Sunday",12
"230",5663,"21:00:00","1",2014-03-23 21:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-23,21,"Sunday",12
"231",5664,"09:00:00","1",2014-03-24 09:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,9,"Monday",12
"232",5665,"12:00:00","1",2014-03-24 12:00:00,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,12,"Monday",12
"233",5666,"15:00:00","1",2014-03-24 15:00:00,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"234",5667,"18:00:00","1",2014-03-24 18:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,18,"Monday",12
"235",5668,"21:00:00","1",2014-03-24 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,21,"Monday",12
"236",5669,"09:00:00","1",2014-03-25 09:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-25,9,"Tuesday",12
"237",5670,"15:00:00","1",2014-03-25 15:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-25,15,"Tuesday",12
"238",5671,"20:00:00","1",2014-03-25 20:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-25,20,"Tuesday",12
"239",5672,"21:00:00","1",2014-03-25 21:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-25,21,"Tuesday",12
"240",5673,"09:00:00","1",2014-03-26 09:00:00,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,9,"Wednesday",13
"241",5674,"12:00:00","1",2014-03-26 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,12,"Wednesday",13
"242",5675,"15:00:00","1",2014-03-26 15:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,15,"Wednesday",13
"243",5676,"18:00:00","1",2014-03-26 18:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,18,"Wednesday",13
"244",5677,"21:00:00","1",2014-03-26 21:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-26,21,"Wednesday",13
"245",5678,"09:00:00","1",2014-03-27 09:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,9,"Thursday",13
"246",5679,"14:00:00","1",2014-03-27 14:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,14,"Thursday",13
"247",5680,"15:00:00","1",2014-03-27 15:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,15,"Thursday",13
"248",5681,"17:00:00","1",2014-03-27 17:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,17,"Thursday",13
"249",5682,"23:00:00","1",2014-03-27 23:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-27,23,"Thursday",13
"250",5683,"10:00:00","1",2014-03-28 10:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,10,"Friday",13
"251",5684,"12:00:00","1",2014-03-28 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,12,"Friday",13
"252",5685,"15:00:00","1",2014-03-28 15:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,15,"Friday",13
"253",5686,"18:00:00","1",2014-03-28 18:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,18,"Friday",13
"254",5687,"21:00:00","1",2014-03-28 21:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-28,21,"Friday",13
"255",5688,"10:00:00","1",2014-03-29 10:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-29,10,"Saturday",13
"256",5689,"11:00:00","1",2014-03-29 11:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-29,11,"Saturday",13
"257",5690,"16:00:00","1",2014-03-29 16:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-29,16,"Saturday",13
"258",5691,"18:00:00","1",2014-03-29 18:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-29,18,"Saturday",13
"259",5692,"21:00:00","1",2014-03-29 21:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-29,21,"Saturday",13
"260",5693,"11:00:00","1",2014-03-30 11:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-30,11,"Sunday",13
"261",5694,"12:00:00","1",2014-03-30 12:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-30,12,"Sunday",13
"262",5695,"15:00:00","1",2014-03-30 15:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-30,15,"Sunday",13
"263",5696,"21:00:00","1",2014-03-30 21:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-30,21,"Sunday",13
"264",5697,"09:00:00","1",2014-03-31 09:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,9,"Monday",13
"265",5698,"12:00:00","1",2014-03-31 12:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,12,"Monday",13
"266",5699,"15:00:00","1",2014-03-31 15:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,15,"Monday",13
"267",5700,"18:00:00","1",2014-03-31 18:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,18,"Monday",13
"268",5701,"21:00:00","1",2014-03-31 21:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-31,21,"Monday",13
"269",5702,"09:00:00","1",2014-04-01 09:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,9,"Tuesday",13
"270",5703,"12:00:00","1",2014-04-01 12:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,12,"Tuesday",13
"271",5704,"15:00:00","1",2014-04-01 15:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,15,"Tuesday",13
"272",5705,"17:00:00","1",2014-04-01 17:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,17,"Tuesday",13
"273",5706,"21:00:00","1",2014-04-01 21:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-01,21,"Tuesday",13
"274",5707,"09:00:00","1",2014-04-02 09:00:00,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-02,9,"Wednesday",14
